Date/Time;TIMESTAMP_START;TIMESTAMP_END;TA_F;SW_IN_POT;SW_IN_F;LW_IN_F;VPD_F;PA_F;P_F;WS_F;WD;USTAR;RH;PPFD_IN;PPFD_OUT;SW_DIF;SW_OUT;LW_OUT;CO2_F_MDS;TS_F_MDS_1;TS_F_MDS_2;TS_F_MDS_3;TS_F_MDS_4;TS_F_MDS_5;SWC_F_MDS_1;SWC_F_MDS_2;SWC_F_MDS_3;G_F_MDS;LE_F_MDS;LE_RANDUNC;H_F_MDS;H_RANDUNC;NIGHT;NEE_VUT_REF;NEE_VUT_REF_JOINTUNC;RECO_NT_VUT_REF;GPP_NT_VUT_REF
42374,29167;201601050630;201601050700;-2,07;0;0;317,33;0;96,041;0,1;1,925;151,93;0,590325;100;0;0;0;0;305,93;457,89;2,335;2,42;3,67;4,25;5,62;39,403;37,87;42,13;-5,736;-1,37729;11,4534;-25,8406;80,2643;1;0,651413;1,33537;0,207365;-0,444049
42374,3125;201601050700;201601050730;-2,1;0;0;317,75;0;96,032;0;1,43;39,44;-9999;100;0;0;0;0;304,91;457,89;2,33;2,415;3,7;4,245;5,615;39,377;37,87;42,13;-5,714;-1,38964;11,4847;36,9782;18,7136;1;0,651413;1,33633;0,206782;-0,444631
42374,33333;201601050730;201601050800;-2,2;0;0;318,75;0;95,996;0;2,661;6,74;0,29734;100;0;0;0;0;304,43;457,89;2,33;2,41;3,705;4,245;5,615;39,297;37,87;42,13;-5,712;-1,38964;11,4847;36,9117;18,7136;1;0,650384;1,33729;0,205079;-0,445305
42374,35417;201601050800;201601050830;-2,44;0,149082;0;318,76;0;95,945;0;1,342;303,44;-9999;100;0,96;0,33;0,92;0;303,78;457,836;2,32;2,41;3,695;4,245;5,615;39,495;37,87;42,13;-5,71;-1,38964;11,4847;45,4297;18,4986;0;0,667348;1,33728;0,201158;-0,46619
42374,375;201601050830;201601050900;-1,11;50,0128;0,72;319,81;0;96,276;0;1,298;244,53;-9999;100;8,52;3,01;8,17;0;305,04;457,89;2,325;2,41;3,665;4,235;5,61;39,417;37,87;42,13;-5,694;-1,37535;11,4847;11,7339;25,1737;0;0,26767;1,33536;0,222597;-0,0450731
42374,39583;201601050900;201601050930;-1,85;133,72;3,35;319,77;0;96,175;0;1,254;267,04;-9999;100;13,54;4,74;10,1;0;303,83;457,89;2,325;2,41;3,66;4,235;5,605;39,413;37,87;42,13;-5,686;-1,37729;11,4847;27,1499;16,4851;0;0,591363;1,34488;0,2104;-0,380963
42374,41667;201601050930;201601051000;-2,13;207,824;21,61;319,18;0;96,091;0;1,209;26,63;-9999;100;36,22;12,76;32,07;0,58;303,25;498,174;2,32;2,41;3,65;4,235;5,6;39,498;37,87;42,13;-5,684;0,46647;11,6367;79,2272;81,3114;0;0,287997;1,33897;0,205798;-0,082199
42374,4375;201601051000;201601051030;-2,56;271,057;12,32;318,54;0;95,991;0;1,165;4,06;-9999;100;27,63;9,62;20,72;0;302,52;457,737;2,325;2,4;3,635;4,23;5,595;39,425;37,87;42,13;-5,662;-1,59608;11,4345;45,8994;18,4986;0;0,695594;1,33938;0,198869;-0,496725
42374,45833;201601051030;201601051100;-2,72;322,336;23,35;317,84;0;95,928;0;1,147;12,15;-9999;100;40,62;14,23;31,61;0,93;302,25;498,257;2,315;2,4;3,625;4,225;5,595;39,447;37,87;42,13;-5,636;0,46647;11,5764;79,8078;81,3114;0;0,297207;1,33692;0,196258;-0,100949
42374,47917;201601051100;201601051130;-2,57;360,785;34,52;318,72;0;95,974;0;1,129;11,88;-9999;100;54,23;19,04;43,34;3,98;302,7;498,257;2,315;2,4;3,62;4,225;5,59;39,45;37,87;42,13;-5,638;2,85461;11,6583;82,3404;81,3114;0;0,258613;1,34661;0,198518;-0,0600953
42374,5;201601051130;201601051200;-2,41;385,745;65,19;318,25;0;96,083;0;1,111;2,77;-9999;100;91,82;31,86;75,11;12,93;303,88;498,257;2,315;2,395;3,63;4,215;5,585;39,547;37,94;42,16;-5,618;12,6112;16,0507;75,1659;15,9806;0;0,0864932;1,31453;0,200945;0,114452
42374,52083;201601051200;201601051230;-2,16;396,79;45,83;315,32;0;96,231;0;1,093;23,03;-9999;100;72,03;24,65;58,87;8,34;304,27;498,174;2,315;2,395;3,615;4,215;5,585;39,538;37,98;42,21;-5,606;6,36159;13,7492;81,8775;81,3114;0;0,262039;1,33776;0,204817;-0,057222
42374,54167;201601051230;201601051300;-2,19;393,73;63,64;311,98;0;96,105;0;1,076;77,1;-9999;100;93,68;30,93;74,6;12,41;304,77;498,257;2,315;2,395;3,61;4,21;5,575;39,483;38,02;42,21;-5,612;7,34742;13,7492;59,315;14,8943;0;0,0999954;1,31307;0,204239;0,104243
42374,5625;201601051300;201601051330;-1,84;376,618;63,58;312,77;0;96,252;0;1,058;28,84;-9999;100;94,5;31,26;76,1;12,64;306,33;498,257;2,315;2,395;3,61;4,21;5,575;39,557;38,09;42,21;-5,606;7,34742;13,7492;59,315;14,8943;0;0,0999954;1,31307;0,20974;0,109744
42374,58333;201601051330;201601051400;-2,06;345,746;79,42;294,16;0;96,211;0;1,075;48,3;-9999;100;115,74;37,54;94,5;17,14;304,43;497,682;2,315;2,395;3,61;4,21;5,575;39,557;38,14;42,21;-5,602;12,2567;15,3414;75,9146;15,9806;0;0,0126617;1,31094;0,206111;0,193449
42374,60417;201601051400;201601051430;-1,91;301,644;53,68;306,09;0;96,214;0;1,092;100,54;-9999;100;81,37;26,99;66,85;10,1;305,89;498,174;2,315;2,39;3,605;4,205;5,565;39,557;38,16;42,21;-5,584;8,91649;13,7799;81,8775;81,3114;0;0,199444;1,32291;0,20841;0,00896606
42374,625;201601051430;201601051500;-1,73;245,065;30,65;309,17;0;96,22;0;1,109;43,75;-9999;100;52,65;17,17;40,84;3,64;306,41;488,9;2,31;2,39;3,6;4,2;5,565;39,605;38,21;42,21;-5,584;2,85461;11,6583;80,8305;81,3114;0;0,262039;1,33776;0,211202;-0,0508371
42374,64583;201601051500;201601051530;-1,41;176,977;10,3;313,32;0;96,272;0;1,126;141,9;-9999;100;27,08;8,75;19,26;0;307,49;457,89;2,305;2,39;3,6;4,2;5,565;39,655;38,23;42,21;-5,588;-1,37535;11,4534;11,8981;24,989;0;0,284024;1,33631;0,216281;-0,0677433
42374,66667;201601051530;201601051600;-1,71;98,5456;1,56;310,72;0;96,17;0;1,143;40,58;-9999;100;11,62;3,67;7,75;0;305,44;457,89;2,31;2,39;3,595;4,195;5,56;39,525;38,28;42,21;-5,558;-1,40509;11,4847;17,9506;21,4858;0;0,474624;1,33545;0,211317;-0,263307
42374,6875;201601051600;201601051630;-2,37;17,6984;0;307,39;0;95,929;0;1,16;54,22;-9999;100;5,29;1,6;2,44;0;302,68;457,836;2,305;2,385;3,595;4,195;5,555;39,625;38,28;42,21;-5,574;-1,38964;11,4847;43,5341;17,5189;0;0,649542;1,33939;0,200691;-0,448851
42374,70833;201601051630;201601051700;-2,65;0;0;305,91;0;95,797;0;1,153;100,03;-9999;100;1,1;0;0;0;302,33;457,737;2,305;2,38;3,59;4,19;5,555;39,515;38,28;42,21;-5,578;-1,72985;11,4534;46,8187;18,4986;1;0,76088;1,33944;0,196199;-0,564681
42374,72917;201601051700;201601051730;-2,78;0;0;305,58;0;95,747;0;1,145;38,97;-9999;100;0;0;0;0;301,74;458,153;2,3;2,385;3,585;4,18;5,555;39,638;38,28;42,21;-5,572;-1,46331;11,4345;51,1946;14,5082;1;0,76088;1,33732;0,194077;-0,566803
42374,75;201601051730;201601051800;-3,08;0;0;301,11;0;95,645;0;1,138;31,16;-9999;100;0;0;0;0;299,64;457,89;2,3;2,38;3,585;4,18;5,545;39,633;38,28;42,21;-5,55;-0,726106;11,4847;65,4521;15,7722;1;0,75661;1,33636;0,189344;-0,567266
42374,77083;201601051800;201601051830;-3,43;0;0;301,41;0;95,524;0;1,131;34,99;-9999;100;0;0;0;0;298,75;457,89;2,3;2,38;3,585;4,18;5,54;39,67;38,28;42,21;-5,538;-4,92769;11,315;73,342;15,9806;1;0,732827;1,33636;0,183904;-0,548923
42374,79167;201601051830;201601051900;-3,42;0;0;305,52;0;95,492;0;1,124;46,35;-9999;100;0;0;0;0;299,03;457,89;2,3;2,375;3,59;4,17;5,535;39,72;38,28;42,21;-5,538;-4,8817;11,315;73,342;15,9806;1;0,732827;1,33636;0,183966;-0,548861
42374,8125;201601051900;201601051930;-3,5;0;0;306,11;0;95,472;0;1,116;38,93;-9999;100;0;0;0;0;298,63;457,89;2,3;2,375;3,59;4,17;5,535;39,667;38,28;42,21;-5,528;-4,8817;11,315;73,342;15,9806;1;0,732827;1,33636;0,182663;-0,550164
42374,83333;201601051930;201601052000;-3,61;0;0;303,19;0;95,434;0;1,109;26,32;-9999;100;0;0;0;0;297,5;457,89;2,3;2,38;3,58;4,17;5,53;39,803;38,28;42,21;-5,528;-4,57922;11,1959;73,342;15,9806;1;0,732827;1,33636;0,180913;-0,551914
42374,85417;201601052000;201601052030;-3,94;0;0;300,33;0;95,314;0;1,101;70,8;-9999;100;0;0;0;0;296,12;457,89;2,3;2,37;3,575;4,165;5,53;39,708;38,28;42,21;-5,516;-4,57922;11,315;81,1462;83,3305;1;0,79283;1,34484;0,175885;-0,616945
42374,875;201601052030;201601052100;-3,97;0;0;303,55;0;95,276;0;1,093;79,89;-9999;100;0;0;0;0;297,05;457,89;2,295;2,37;3,575;4,16;5,525;39,715;38,28;42,21;-5,496;-4,15967;11,0767;81,1462;83,3305;1;0,79283;1,3415;0,175353;-0,617477
42374,89583;201601052100;201601052130;-3,81;0;0;305,26;0;95,324;0;1,085;103,37;-9999;100;0;0;0;0;297,81;457,89;2,295;2,37;3,575;4,16;5,525;39,693;38,23;42,21;-5,488;-4,15967;11,0767;76,6853;15,9806;1;0,733419;1,33538;0,177648;-0,555771
42374,91667;201601052130;201601052200;-3,78;0;0;298,68;0;95,317;0;1,078;67,72;-9999;100;0;0;0;0;297,06;457,89;2,29;2,365;3,58;4,155;5,52;39,688;38,21;42,29;-5,478;-4,084;11,1162;76,6853;15,9806;1;0,733419;1,33538;0,178008;-0,555411
42374,9375;201601052200;201601052230;-3,86;0;0;302,16;0,001;95,292;0;1,07;75,83;-9999;99,97;0;0;0;0;297,2;457,89;2,29;2,365;3,57;4,15;5,515;39,775;38,21;42,29;-5,468;-3,66398;11,4155;79,2006;81,3114;1;0,766614;1,3354;0,176727;-0,589887
42374,95833;201601052230;201601052300;-4,01;0;0;303;0,005;95,265;0,1;1,094;28,34;-9999;99,9;0;0;0;0;295,9;457,89;2,295;2,365;3,565;4,15;5,515;39,712;38,16;42,29;-5,468;-3,66398;11,4345;81,1462;83,3305;1;0,79283;1,3415;0,174414;-0,618416
42374,97917;201601052300;201601052330;-4,28;0;0;302,25;0,01;95,169;0,1;1,118;54,68;-9999;99,77;0;0;0;0;294,95;457,89;2,295;2,365;3,565;4,15;5,52;39,81;38,14;42,29;-5,464;-3,42554;11,4155;116,22;100,894;1;0,797669;1,34148;0,170354;-0,627315
